simSteps Time(ms) Input(Iapp) Output(V_axon)
118806 5.940 0.000 -60.05883398
118807 5.940 0.000 -60.06982562
118808 5.940 0.000 -60.08077305
118809 5.940 0.000 -60.09167628
118810 5.941 0.000 -60.10253530
118811 5.941 0.000 -60.11335013
118812 5.941 0.000 -60.12412076
118813 5.941 0.000 -60.13484721
118814 5.941 0.000 -60.14552948
118815 5.941 0.000 -60.15616759
118816 5.941 0.000 -60.16676154
118817 5.941 0.000 -60.17731135
118818 5.941 0.000 -60.18781703
118819 5.941 0.000 -60.19827861
118820 5.941 0.000 -60.20869610
118821 5.941 0.000 -60.21906951
118822 5.941 0.000 -60.22939888
118823 5.941 0.000 -60.23968421
118824 5.941 0.000 -60.24992554
118825 5.941 0.000 -60.26012289
118826 5.941 0.000 -60.27027629
118827 5.941 0.000 -60.28038576
118828 5.941 0.000 -60.29045133
118829 5.941 0.000 -60.30047304
118830 5.941 0.000 -60.31045092
118831 5.942 0.000 -60.32038499
118832 5.942 0.000 -60.33027530
118833 5.942 0.000 -60.34012187
118834 5.942 0.000 -60.34992476
118835 5.942 0.000 -60.35968398
118836 5.942 0.000 -60.36939959
118837 5.942 0.000 -60.37907163
118838 5.942 0.000 -60.38870013
118839 5.942 0.000 -60.39828515
118840 5.942 0.000 -60.40782671
118841 5.942 0.000 -60.41732488
118842 5.942 0.000 -60.42677970
118843 5.942 0.000 -60.43619121
118844 5.942 0.000 -60.44555946
118845 5.942 0.000 -60.45488451
118846 5.942 0.000 -60.46416640
118847 5.942 0.000 -60.47340519
118848 5.942 0.000 -60.48260094
118849 5.942 0.000 -60.49175369
118850 5.942 0.000 -60.50086350
118851 5.943 0.000 -60.50993043
118852 5.943 0.000 -60.51895453
118853 5.943 0.000 -60.52793587
118854 5.943 0.000 -60.53687451
118855 5.943 0.000 -60.54577050
118856 5.943 0.000 -60.55462391
118857 5.943 0.000 -60.56343480
118858 5.943 0.000 -60.57220324
118859 5.943 0.000 -60.58092928
118860 5.943 0.000 -60.58961300
118861 5.943 0.000 -60.59825446
118862 5.943 0.000 -60.60685373
118863 5.943 0.000 -60.61541087
118864 5.943 0.000 -60.62392596
118865 5.943 0.000 -60.63239907
118866 5.943 0.000 -60.64083027
118867 5.943 0.000 -60.64921962
118868 5.943 0.000 -60.65756721
118869 5.943 0.000 -60.66587310
118870 5.944 0.000 -60.67413737
118871 5.944 0.000 -60.68236009
118872 5.944 0.000 -60.69054134
118873 5.944 0.000 -60.69868121
118874 5.944 0.000 -60.70677975
118875 5.944 0.000 -60.71483706
118876 5.944 0.000 -60.72285321
118877 5.944 0.000 -60.73082828
118878 5.944 0.000 -60.73876235
118879 5.944 0.000 -60.74665550
118880 5.944 0.000 -60.75450782
118881 5.944 0.000 -60.76231938
118882 5.944 0.000 -60.77009028
118883 5.944 0.000 -60.77782058
118884 5.944 0.000 -60.78551038
118885 5.944 0.000 -60.79315976
118886 5.944 0.000 -60.80076881
118887 5.944 0.000 -60.80833762
118888 5.944 0.000 -60.81586626
118889 5.944 0.000 -60.82335483
118890 5.944 0.000 -60.83080342
118891 5.945 0.000 -60.83821211
118892 5.945 0.000 -60.84558099
118893 5.945 0.000 -60.85291016
118894 5.945 0.000 -60.86019969
118895 5.945 0.000 -60.86744969
118896 5.945 0.000 -60.87466024
118897 5.945 0.000 -60.88183144
118898 5.945 0.000 -60.88896338
118899 5.945 0.000 -60.89605614
118900 5.945 0.000 -60.90310983
118901 5.945 0.000 -60.91012453
118902 5.945 0.000 -60.91710034
118903 5.945 0.000 -60.92403736
118904 5.945 0.000 -60.93093567
118905 5.945 0.000 -60.93779538
118906 5.945 0.000 -60.94461657
118907 5.945 0.000 -60.95139935
118908 5.945 0.000 -60.95814382
118909 5.945 0.000 -60.96485006
118910 5.946 0.000 -60.97151817
118911 5.946 0.000 -60.97814826
118912 5.946 0.000 -60.98474041
118913 5.946 0.000 -60.99129473
118914 5.946 0.000 -60.99781132
118915 5.946 0.000 -61.00429027
118916 5.946 0.000 -61.01073169
118917 5.946 0.000 -61.01713567
118918 5.946 0.000 -61.02350231
118919 5.946 0.000 -61.02983171
118920 5.946 0.000 -61.03612397
118921 5.946 0.000 -61.04237919
118922 5.946 0.000 -61.04859748
118923 5.946 0.000 -61.05477893
118924 5.946 0.000 -61.06092364
118925 5.946 0.000 -61.06703172
118926 5.946 0.000 -61.07310327
118927 5.946 0.000 -61.07913838
118928 5.946 0.000 -61.08513717
118929 5.946 0.000 -61.09109972
118930 5.947 0.000 -61.09702615
118931 5.947 0.000 -61.10291656
118932 5.947 0.000 -61.10877105
118933 5.947 0.000 -61.11458972
118934 5.947 0.000 -61.12037267
118935 5.947 0.000 -61.12612001
118936 5.947 0.000 -61.13183184
118937 5.947 0.000 -61.13750827
118938 5.947 0.000 -61.14314940
118939 5.947 0.000 -61.14875532
118940 5.947 0.000 -61.15432615
118941 5.947 0.000 -61.15986199
118942 5.947 0.000 -61.16536294
118943 5.947 0.000 -61.17082911
118944 5.947 0.000 -61.17626060
118945 5.947 0.000 -61.18165751
118946 5.947 0.000 -61.18701995
118947 5.947 0.000 -61.19234803
118948 5.947 0.000 -61.19764184
118949 5.947 0.000 -61.20290149
118950 5.947 0.000 -61.20812708
118951 5.948 0.000 -61.21331873
118952 5.948 0.000 -61.21847653
118953 5.948 0.000 -61.22360059
118954 5.948 0.000 -61.22869101
118955 5.948 0.000 -61.23374790
118956 5.948 0.000 -61.23877136
118957 5.948 0.000 -61.24376150
118958 5.948 0.000 -61.24871841
118959 5.948 0.000 -61.25364222
118960 5.948 0.000 -61.25853301
118961 5.948 0.000 -61.26339090
118962 5.948 0.000 -61.26821598
118963 5.948 0.000 -61.27300837
118964 5.948 0.000 -61.27776816
118965 5.948 0.000 -61.28249546
118966 5.948 0.000 -61.28719038
118967 5.948 0.000 -61.29185302
118968 5.948 0.000 -61.29648349
118969 5.948 0.000 -61.30108187
118970 5.949 0.000 -61.30564830
118971 5.949 0.000 -61.31018285
118972 5.949 0.000 -61.31468565
118973 5.949 0.000 -61.31915678
118974 5.949 0.000 -61.32359637
118975 5.949 0.000 -61.32800450
118976 5.949 0.000 -61.33238129
118977 5.949 0.000 -61.33672683
118978 5.949 0.000 -61.34104123
118979 5.949 0.000 -61.34532460
118980 5.949 0.000 -61.34957703
118981 5.949 0.000 -61.35379863
118982 5.949 0.000 -61.35798950
118983 5.949 0.000 -61.36214974
118984 5.949 0.000 -61.36627946
118985 5.949 0.000 -61.37037876
118986 5.949 0.000 -61.37444774
118987 5.949 0.000 -61.37848650
118988 5.949 0.000 -61.38249515
118989 5.949 0.000 -61.38647379
118990 5.949 0.000 -61.39042251
118991 5.950 0.000 -61.39434142
118992 5.950 0.000 -61.39823063
118993 5.950 0.000 -61.40209022
118994 5.950 0.000 -61.40592031
118995 5.950 0.000 -61.40972100
118996 5.950 0.000 -61.41349237
118997 5.950 0.000 -61.41723455
118998 5.950 0.000 -61.42094762
118999 5.950 0.000 -61.42463168
119000 5.950 0.000 -61.42828684
119001 5.950 0.000 -61.43191319
119002 5.950 0.000 -61.43551084
119003 5.950 0.000 -61.43907989
119004 5.950 0.000 -61.44262042
119005 5.950 0.000 -61.44613255
119006 5.950 0.000 -61.44961637
119007 5.950 0.000 -61.45307198
119008 5.950 0.000 -61.45649947
119009 5.950 0.000 -61.45989896
119010 5.950 0.000 -61.46327052
119011 5.951 0.000 -61.46661427
119012 5.951 0.000 -61.46993030
119013 5.951 0.000 -61.47321870
119014 5.951 0.000 -61.47647958
119015 5.951 0.000 -61.47971302
119016 5.951 0.000 -61.48291913
119017 5.951 0.000 -61.48609801
119018 5.951 0.000 -61.48924975
119019 5.951 0.000 -61.49237444
119020 5.951 0.000 -61.49547218
119021 5.951 0.000 -61.49854306
119022 5.951 0.000 -61.50158719
119023 5.951 0.000 -61.50460466
119024 5.951 0.000 -61.50759556
119025 5.951 0.000 -61.51055998
119026 5.951 0.000 -61.51349802
119027 5.951 0.000 -61.51640978
119028 5.951 0.000 -61.51929534
119029 5.951 0.000 -61.52215480
119030 5.952 0.000 -61.52498826
119031 5.952 0.000 -61.52779581
119032 5.952 0.000 -61.53057753
119033 5.952 0.000 -61.53333353
119034 5.952 0.000 -61.53606389
119035 5.952 0.000 -61.53876871
119036 5.952 0.000 -61.54144808
119037 5.952 0.000 -61.54410209
119038 5.952 0.000 -61.54673083
119039 5.952 0.000 -61.54933439
119040 5.952 0.000 -61.55191286
119041 5.952 0.000 -61.55446634
119042 5.952 0.000 -61.55699491
119043 5.952 0.000 -61.55949866
119044 5.952 0.000 -61.56197769
119045 5.952 0.000 -61.56443207
119046 5.952 0.000 -61.56686191
119047 5.952 0.000 -61.56926728
119048 5.952 0.000 -61.57164829
119049 5.952 0.000 -61.57400501
119050 5.952 0.000 -61.57633753
119051 5.953 0.000 -61.57864595
119052 5.953 0.000 -61.58093035
119053 5.953 0.000 -61.58319081
119054 5.953 0.000 -61.58542742
119055 5.953 0.000 -61.58764028
119056 5.953 0.000 -61.58982946
119057 5.953 0.000 -61.59199505
119058 5.953 0.000 -61.59413714
119059 5.953 0.000 -61.59625581
119060 5.953 0.000 -61.59835115
119061 5.953 0.000 -61.60042325
119062 5.953 0.000 -61.60247218
119063 5.953 0.000 -61.60449803
119064 5.953 0.000 -61.60650089
119065 5.953 0.000 -61.60848083
119066 5.953 0.000 -61.61043796
119067 5.953 0.000 -61.61237233
119068 5.953 0.000 -61.61428405
119069 5.953 0.000 -61.61617318
119070 5.954 0.000 -61.61803982
119071 5.954 0.000 -61.61988405
119072 5.954 0.000 -61.62170594
119073 5.954 0.000 -61.62350558
119074 5.954 0.000 -61.62528306
119075 5.954 0.000 -61.62703844
119076 5.954 0.000 -61.62877181
119077 5.954 0.000 -61.63048326
119078 5.954 0.000 -61.63217285
119079 5.954 0.000 -61.63384068
119080 5.954 0.000 -61.63548681
119081 5.954 0.000 -61.63711134
119082 5.954 0.000 -61.63871434
119083 5.954 0.000 -61.64029588
119084 5.954 0.000 -61.64185604
119085 5.954 0.000 -61.64339491
119086 5.954 0.000 -61.64491256
119087 5.954 0.000 -61.64640907
119088 5.954 0.000 -61.64788451
119089 5.954 0.000 -61.64933896
119090 5.955 0.000 -61.65077250
119091 5.955 0.000 -61.65218521
119092 5.955 0.000 -61.65357716
119093 5.955 0.000 -61.65494842
119094 5.955 0.000 -61.65629907
119095 5.955 0.000 -61.65762919
119096 5.955 0.000 -61.65893884
119097 5.955 0.000 -61.66022812
119098 5.955 0.000 -61.66149708
119099 5.955 0.000 -61.66274580
119100 5.955 0.000 -61.66397437
119101 5.955 0.000 -61.66518284
119102 5.955 0.000 -61.66637129
119103 5.955 0.000 -61.66753980
119104 5.955 0.000 -61.66868844
119105 5.955 0.000 -61.66981727
119106 5.955 0.000 -61.67092638
119107 5.955 0.000 -61.67201583
119108 5.955 0.000 -61.67308570
119109 5.955 0.000 -61.67413605
119110 5.955 0.000 -61.67516695
119111 5.956 0.000 -61.67617849
119112 5.956 0.000 -61.67717072
119113 5.956 0.000 -61.67814371
119114 5.956 0.000 -61.67909754
119115 5.956 0.000 -61.68003228
119116 5.956 0.000 -61.68094799
119117 5.956 0.000 -61.68184474
119118 5.956 0.000 -61.68272260
119119 5.956 0.000 -61.68358164
119120 5.956 0.000 -61.68442193
119121 5.956 0.000 -61.68524354
119122 5.956 0.000 -61.68604652
119123 5.956 0.000 -61.68683095
119124 5.956 0.000 -61.68759690
119125 5.956 0.000 -61.68834443
119126 5.956 0.000 -61.68907360
119127 5.956 0.000 -61.68978449
119128 5.956 0.000 -61.69047716
119129 5.956 0.000 -61.69115167
119130 5.957 0.000 -61.69180809
119131 5.957 0.000 -61.69244648
119132 5.957 0.000 -61.69306691
119133 5.957 0.000 -61.69366945
119134 5.957 0.000 -61.69425415
119135 5.957 0.000 -61.69482108
119136 5.957 0.000 -61.69537030
119137 5.957 0.000 -61.69590188
119138 5.957 0.000 -61.69641588
119139 5.957 0.000 -61.69691235
119140 5.957 0.000 -61.69739137
119141 5.957 0.000 -61.69785300
119142 5.957 0.000 -61.69829729
119143 5.957 0.000 -61.69872432
119144 5.957 0.000 -61.69913413
119145 5.957 0.000 -61.69952679
119146 5.957 0.000 -61.69990236
119147 5.957 0.000 -61.70026090
119148 5.957 0.000 -61.70060248
119149 5.957 0.000 -61.70092714
119150 5.957 0.000 -61.70123496
119151 5.958 0.000 -61.70152598
119152 5.958 0.000 -61.70180028
119153 5.958 0.000 -61.70205790
119154 5.958 0.000 -61.70229890
119155 5.958 0.000 -61.70252335
119156 5.958 0.000 -61.70273130
119157 5.958 0.000 -61.70292281
119158 5.958 0.000 -61.70309794
119159 5.958 0.000 -61.70325674
119160 5.958 0.000 -61.70339927
119161 5.958 0.000 -61.70352559
119162 5.958 0.000 -61.70363575
119163 5.958 0.000 -61.70372982
119164 5.958 0.000 -61.70380783
119165 5.958 0.000 -61.70386986
119166 5.958 0.000 -61.70391595
119167 5.958 0.000 -61.70394617
119168 5.958 0.000 -61.70396056
119169 5.958 0.000 -61.70395918
119170 5.958 0.000 -61.70394209
119171 5.959 0.000 -61.70390933
119172 5.959 0.000 -61.70386097
119173 5.959 0.000 -61.70379705
119174 5.959 0.000 -61.70371763
119175 5.959 0.000 -61.70362277
119176 5.959 0.000 -61.70351251
119177 5.959 0.000 -61.70338690
119178 5.959 0.000 -61.70324601
119179 5.959 0.000 -61.70308988
119180 5.959 0.000 -61.70291856
119181 5.959 0.000 -61.70273211
119182 5.959 0.000 -61.70253057
119183 5.959 0.000 -61.70231400
119184 5.959 0.000 -61.70208245
119185 5.959 0.000 -61.70183596
119186 5.959 0.000 -61.70157460
119187 5.959 0.000 -61.70129840
119188 5.959 0.000 -61.70100742
119189 5.959 0.000 -61.70070171
119190 5.960 0.000 -61.70038132
119191 5.960 0.000 -61.70004629
119192 5.960 0.000 -61.69969668
119193 5.960 0.000 -61.69933254
119194 5.960 0.000 -61.69895390
119195 5.960 0.000 -61.69856083
119196 5.960 0.000 -61.69815336
119197 5.960 0.000 -61.69773156
119198 5.960 0.000 -61.69729545
119199 5.960 0.000 -61.69684509
119200 5.960 0.000 -61.69638054
119201 5.960 0.000 -61.69590182
119202 5.960 0.000 -61.69540900
119203 5.960 0.000 -61.69490212
119204 5.960 0.000 -61.69438121
119205 5.960 0.000 -61.69384634
119206 5.960 0.000 -61.69329754
119207 5.960 0.000 -61.69273486
119208 5.960 0.000 -61.69215835
119209 5.960 0.000 -61.69156804
119210 5.960 0.000 -61.69096399
119211 5.961 0.000 -61.69034624
119212 5.961 0.000 -61.68971483
119213 5.961 0.000 -61.68906981
119214 5.961 0.000 -61.68841122
119215 5.961 0.000 -61.68773910
119216 5.961 0.000 -61.68705350
119217 5.961 0.000 -61.68635447
119218 5.961 0.000 -61.68564203
119219 5.961 0.000 -61.68491625
119220 5.961 0.000 -61.68417715
119221 5.961 0.000 -61.68342478
119222 5.961 0.000 -61.68265919
119223 5.961 0.000 -61.68188041
119224 5.961 0.000 -61.68108849
119225 5.961 0.000 -61.68028347
119226 5.961 0.000 -61.67946538
119227 5.961 0.000 -61.67863428
119228 5.961 0.000 -61.67779019
119229 5.961 0.000 -61.67693317
119230 5.962 0.000 -61.67606325
119231 5.962 0.000 -61.67518047
119232 5.962 0.000 -61.67428488
119233 5.962 0.000 -61.67337650
119234 5.962 0.000 -61.67245539
119235 5.962 0.000 -61.67152157
119236 5.962 0.000 -61.67057510
119237 5.962 0.000 -61.66961600
119238 5.962 0.000 -61.66864432
119239 5.962 0.000 -61.66766010
119240 5.962 0.000 -61.66666337
119241 5.962 0.000 -61.66565417
119242 5.962 0.000 -61.66463254
119243 5.962 0.000 -61.66359852
119244 5.962 0.000 -61.66255214
119245 5.962 0.000 -61.66149344
119246 5.962 0.000 -61.66042247
119247 5.962 0.000 -61.65933925
119248 5.962 0.000 -61.65824382
119249 5.962 0.000 -61.65713622
119250 5.963 0.000 -61.65601649
119251 5.963 0.000 -61.65488466
119252 5.963 0.000 -61.65374076
119253 5.963 0.000 -61.65258484
119254 5.963 0.000 -61.65141693
119255 5.963 0.000 -61.65023706
119256 5.963 0.000 -61.64904527
119257 5.963 0.000 -61.64784159
119258 5.963 0.000 -61.64662606
119259 5.963 0.000 -61.64539872
119260 5.963 0.000 -61.64415959
119261 5.963 0.000 -61.64290871
119262 5.963 0.000 -61.64164612
119263 5.963 0.000 -61.64037185
119264 5.963 0.000 -61.63908594
119265 5.963 0.000 -61.63778840
119266 5.963 0.000 -61.63647929
119267 5.963 0.000 -61.63515863
119268 5.963 0.000 -61.63382646
119269 5.963 0.000 -61.63248281
119270 5.963 0.000 -61.63112771
119271 5.964 0.000 -61.62976119
119272 5.964 0.000 -61.62838328
119273 5.964 0.000 -61.62699402
119274 5.964 0.000 -61.62559345
119275 5.964 0.000 -61.62418158
119276 5.964 0.000 -61.62275846
119277 5.964 0.000 -61.62132411
119278 5.964 0.000 -61.61987856
119279 5.964 0.000 -61.61842185
119280 5.964 0.000 -61.61695400
119281 5.964 0.000 -61.61547506
119282 5.964 0.000 -61.61398504
119283 5.964 0.000 -61.61248397
119284 5.964 0.000 -61.61097190
119285 5.964 0.000 -61.60944884
119286 5.964 0.000 -61.60791483
119287 5.964 0.000 -61.60636990
119288 5.964 0.000 -61.60481407
119289 5.964 0.000 -61.60324738
119290 5.965 0.000 -61.60166985
119291 5.965 0.000 -61.60008151
119292 5.965 0.000 -61.59848240
119293 5.965 0.000 -61.59687254
119294 5.965 0.000 -61.59525195
119295 5.965 0.000 -61.59362067
119296 5.965 0.000 -61.59197873
119297 5.965 0.000 -61.59032615
119298 5.965 0.000 -61.58866296
119299 5.965 0.000 -61.58698919
119300 5.965 0.000 -61.58530486
119301 5.965 0.000 -61.58361001
119302 5.965 0.000 -61.58190466
119303 5.965 0.000 -61.58018883
119304 5.965 0.000 -61.57846256
119305 5.965 0.000 -61.57672586
119306 5.965 0.000 -61.57497877
119307 5.965 0.000 -61.57322132
119308 5.965 0.000 -61.57145352
119309 5.965 0.000 -61.56967541
119310 5.965 0.000 -61.56788701
119311 5.966 0.000 -61.56608834
119312 5.966 0.000 -61.56427944
119313 5.966 0.000 -61.56246032
119314 5.966 0.000 -61.56063102
119315 5.966 0.000 -61.55879155
119316 5.966 0.000 -61.55694194
119317 5.966 0.000 -61.55508222
119318 5.966 0.000 -61.55321241
119319 5.966 0.000 -61.55133254
119320 5.966 0.000 -61.54944262
119321 5.966 0.000 -61.54754269
119322 5.966 0.000 -61.54563277
119323 5.966 0.000 -61.54371288
119324 5.966 0.000 -61.54178304
119325 5.966 0.000 -61.53984329
119326 5.966 0.000 -61.53789363
119327 5.966 0.000 -61.53593410
119328 5.966 0.000 -61.53396472
119329 5.966 0.000 -61.53198551
119330 5.966 0.000 -61.52999650
119331 5.967 0.000 -61.52799770
119332 5.967 0.000 -61.52598914
119333 5.967 0.000 -61.52397084
119334 5.967 0.000 -61.52194283
119335 5.967 0.000 -61.51990512
119336 5.967 0.000 -61.51785774
119337 5.967 0.000 -61.51580071
119338 5.967 0.000 -61.51373405
119339 5.967 0.000 -61.51165778
119340 5.967 0.000 -61.50957193
119341 5.967 0.000 -61.50747651
119342 5.967 0.000 -61.50537155
119343 5.967 0.000 -61.50325706
119344 5.967 0.000 -61.50113307
119345 5.967 0.000 -61.49899961
119346 5.967 0.000 -61.49685668
119347 5.967 0.000 -61.49470431
119348 5.967 0.000 -61.49254252
119349 5.967 0.000 -61.49037133
119350 5.968 0.000 -61.48819076
119351 5.968 0.000 -61.48600083
119352 5.968 0.000 -61.48380156
119353 5.968 0.000 -61.48159296
119354 5.968 0.000 -61.47937507
119355 5.968 0.000 -61.47714790
119356 5.968 0.000 -61.47491146
119357 5.968 0.000 -61.47266577
119358 5.968 0.000 -61.47041087
119359 5.968 0.000 -61.46814675
119360 5.968 0.000 -61.46587345
119361 5.968 0.000 -61.46359098
119362 5.968 0.000 -61.46129936
119363 5.968 0.000 -61.45899860
119364 5.968 0.000 -61.45668873
119365 5.968 0.000 -61.45436977
119366 5.968 0.000 -61.45204173
119367 5.968 0.000 -61.44970462
119368 5.968 0.000 -61.44735847
119369 5.968 0.000 -61.44500330
119370 5.968 0.000 -61.44263912
119371 5.969 0.000 -61.44026594
119372 5.969 0.000 -61.43788380
119373 5.969 0.000 -61.43549269
119374 5.969 0.000 -61.43309265
119375 5.969 0.000 -61.43068368
119376 5.969 0.000 -61.42826581
119377 5.969 0.000 -61.42583904
119378 5.969 0.000 -61.42340341
119379 5.969 0.000 -61.42095891
119380 5.969 0.000 -61.41850557
119381 5.969 0.000 -61.41604341
119382 5.969 0.000 -61.41357244
119383 5.969 0.000 -61.41109267
119384 5.969 0.000 -61.40860412
119385 5.969 0.000 -61.40610682
119386 5.969 0.000 -61.40360076
119387 5.969 0.000 -61.40108597
119388 5.969 0.000 -61.39856247
119389 5.969 0.000 -61.39603026
119390 5.970 0.000 -61.39348937
119391 5.970 0.000 -61.39093981
119392 5.970 0.000 -61.38838158
119393 5.970 0.000 -61.38581472
119394 5.970 0.000 -61.38323922
119395 5.970 0.000 -61.38065512
119396 5.970 0.000 -61.37806241
119397 5.970 0.000 -61.37546111
119398 5.970 0.000 -61.37285125
119399 5.970 0.000 -61.37023282
119400 5.970 0.000 -61.36760586
119401 5.970 0.000 -61.36497036
119402 5.970 0.000 -61.36232634
119403 5.970 0.000 -61.35967382
119404 5.970 0.000 -61.35701281
119405 5.970 0.000 -61.35434333
119406 5.970 0.000 -61.35166538
119407 5.970 0.000 -61.34897898
119408 5.970 0.000 -61.34628414
119409 5.970 0.000 -61.34358087
119410 5.971 0.000 -61.34086919
119411 5.971 0.000 -61.33814911
119412 5.971 0.000 -61.33542065
119413 5.971 0.000 -61.33268380
119414 5.971 0.000 -61.32993860
119415 5.971 0.000 -61.32718504
119416 5.971 0.000 -61.32442314
119417 5.971 0.000 -61.32165292
119418 5.971 0.000 -61.31887438
119419 5.971 0.000 -61.31608753
119420 5.971 0.000 -61.31329239
119421 5.971 0.000 -61.31048897
119422 5.971 0.000 -61.30767729
119423 5.971 0.000 -61.30485734
119424 5.971 0.000 -61.30202914
119425 5.971 0.000 -61.29919271
119426 5.971 0.000 -61.29634805
119427 5.971 0.000 -61.29349518
119428 5.971 0.000 -61.29063410
119429 5.971 0.000 -61.28776483
119430 5.971 0.000 -61.28488737
119431 5.972 0.000 -61.28200174
119432 5.972 0.000 -61.27910795
119433 5.972 0.000 -61.27620601
119434 5.972 0.000 -61.27329592
119435 5.972 0.000 -61.27037770
119436 5.972 0.000 -61.26745136
