simSteps Time(ms) Input(Iapp) Output(V_axon)
50549 2.527 0.000 -58.59306732
50550 2.527 0.000 -58.60803978
50551 2.528 0.000 -58.62297978
50552 2.528 0.000 -58.63788715
50553 2.528 0.000 -58.65276170
50554 2.528 0.000 -58.66760325
50555 2.528 0.000 -58.68241161
50556 2.528 0.000 -58.69718661
50557 2.528 0.000 -58.71192808
50558 2.528 0.000 -58.72663583
50559 2.528 0.000 -58.74130968
50560 2.528 0.000 -58.75594948
50561 2.528 0.000 -58.77055504
50562 2.528 0.000 -58.78512619
50563 2.528 0.000 -58.79966277
50564 2.528 0.000 -58.81416461
50565 2.528 0.000 -58.82863155
50566 2.528 0.000 -58.84306342
50567 2.528 0.000 -58.85746005
50568 2.528 0.000 -58.87182130
50569 2.528 0.000 -58.88614699
50570 2.529 0.000 -58.90043698
50571 2.529 0.000 -58.91469110
50572 2.529 0.000 -58.92890921
50573 2.529 0.000 -58.94309115
50574 2.529 0.000 -58.95723677
50575 2.529 0.000 -58.97134592
50576 2.529 0.000 -58.98541846
50577 2.529 0.000 -58.99945424
50578 2.529 0.000 -59.01345311
50579 2.529 0.000 -59.02741494
50580 2.529 0.000 -59.04133958
50581 2.529 0.000 -59.05522690
50582 2.529 0.000 -59.06907676
50583 2.529 0.000 -59.08288902
50584 2.529 0.000 -59.09666356
50585 2.529 0.000 -59.11040023
50586 2.529 0.000 -59.12409891
50587 2.529 0.000 -59.13775948
50588 2.529 0.000 -59.15138180
50589 2.529 0.000 -59.16496576
50590 2.530 0.000 -59.17851122
50591 2.530 0.000 -59.19201807
50592 2.530 0.000 -59.20548620
50593 2.530 0.000 -59.21891547
50594 2.530 0.000 -59.23230579
50595 2.530 0.000 -59.24565703
50596 2.530 0.000 -59.25896908
50597 2.530 0.000 -59.27224184
50598 2.530 0.000 -59.28547519
50599 2.530 0.000 -59.29866903
50600 2.530 0.000 -59.31182325
50601 2.530 0.000 -59.32493776
50602 2.530 0.000 -59.33801244
50603 2.530 0.000 -59.35104721
50604 2.530 0.000 -59.36404197
50605 2.530 0.000 -59.37699661
50606 2.530 0.000 -59.38991106
50607 2.530 0.000 -59.40278520
50608 2.530 0.000 -59.41561897
50609 2.530 0.000 -59.42841226
50610 2.530 0.000 -59.44116499
50611 2.531 0.000 -59.45387708
50612 2.531 0.000 -59.46654844
50613 2.531 0.000 -59.47917900
50614 2.531 0.000 -59.49176867
50615 2.531 0.000 -59.50431738
50616 2.531 0.000 -59.51682505
50617 2.531 0.000 -59.52929161
50618 2.531 0.000 -59.54171699
50619 2.531 0.000 -59.55410112
50620 2.531 0.000 -59.56644393
50621 2.531 0.000 -59.57874535
50622 2.531 0.000 -59.59100533
50623 2.531 0.000 -59.60322378
50624 2.531 0.000 -59.61540067
50625 2.531 0.000 -59.62753592
50626 2.531 0.000 -59.63962948
50627 2.531 0.000 -59.65168130
50628 2.531 0.000 -59.66369131
50629 2.531 0.000 -59.67565947
50630 2.531 0.000 -59.68758574
50631 2.532 0.000 -59.69947005
50632 2.532 0.000 -59.71131236
50633 2.532 0.000 -59.72311263
50634 2.532 0.000 -59.73487082
50635 2.532 0.000 -59.74658688
50636 2.532 0.000 -59.75826077
50637 2.532 0.000 -59.76989246
50638 2.532 0.000 -59.78148190
50639 2.532 0.000 -59.79302907
50640 2.532 0.000 -59.80453393
50641 2.532 0.000 -59.81599644
50642 2.532 0.000 -59.82741659
50643 2.532 0.000 -59.83879434
50644 2.532 0.000 -59.85012966
50645 2.532 0.000 -59.86142253
50646 2.532 0.000 -59.87267293
50647 2.532 0.000 -59.88388084
50648 2.532 0.000 -59.89504622
50649 2.532 0.000 -59.90616908
50650 2.533 0.000 -59.91724939
50651 2.533 0.000 -59.92828713
50652 2.533 0.000 -59.93928229
50653 2.533 0.000 -59.95023486
50654 2.533 0.000 -59.96114483
50655 2.533 0.000 -59.97201219
50656 2.533 0.000 -59.98283694
50657 2.533 0.000 -59.99361906
50658 2.533 0.000 -60.00435855
50659 2.533 0.000 -60.01505542
50660 2.533 0.000 -60.02570965
50661 2.533 0.000 -60.03632125
50662 2.533 0.000 -60.04689023
50663 2.533 0.000 -60.05741657
50664 2.533 0.000 -60.06790030
50665 2.533 0.000 -60.07834141
50666 2.533 0.000 -60.08873991
50667 2.533 0.000 -60.09909581
50668 2.533 0.000 -60.10940913
50669 2.533 0.000 -60.11967986
50670 2.534 0.000 -60.12990804
50671 2.534 0.000 -60.14009366
50672 2.534 0.000 -60.15023675
50673 2.534 0.000 -60.16033733
50674 2.534 0.000 -60.17039541
50675 2.534 0.000 -60.18041101
50676 2.534 0.000 -60.19038415
50677 2.534 0.000 -60.20031487
50678 2.534 0.000 -60.21020317
50679 2.534 0.000 -60.22004909
50680 2.534 0.000 -60.22985265
50681 2.534 0.000 -60.23961387
50682 2.534 0.000 -60.24933280
50683 2.534 0.000 -60.25900946
50684 2.534 0.000 -60.26864387
50685 2.534 0.000 -60.27823608
50686 2.534 0.000 -60.28778612
50687 2.534 0.000 -60.29729402
50688 2.534 0.000 -60.30675981
50689 2.534 0.000 -60.31618355
50690 2.534 0.000 -60.32556525
50691 2.535 0.000 -60.33490497
50692 2.535 0.000 -60.34420274
50693 2.535 0.000 -60.35345861
50694 2.535 0.000 -60.36267262
50695 2.535 0.000 -60.37184481
50696 2.535 0.000 -60.38097523
50697 2.535 0.000 -60.39006393
50698 2.535 0.000 -60.39911095
50699 2.535 0.000 -60.40811633
50700 2.535 0.000 -60.41708014
50701 2.535 0.000 -60.42600242
50702 2.535 0.000 -60.43488322
50703 2.535 0.000 -60.44372260
50704 2.535 0.000 -60.45252060
50705 2.535 0.000 -60.46127729
50706 2.535 0.000 -60.46999271
50707 2.535 0.000 -60.47866693
50708 2.535 0.000 -60.48730000
50709 2.535 0.000 -60.49589197
50710 2.535 0.000 -60.50444292
50711 2.536 0.000 -60.51295289
50712 2.536 0.000 -60.52142196
50713 2.536 0.000 -60.52985017
50714 2.536 0.000 -60.53823760
50715 2.536 0.000 -60.54658431
50716 2.536 0.000 -60.55489035
50717 2.536 0.000 -60.56315581
50718 2.536 0.000 -60.57138073
50719 2.536 0.000 -60.57956520
50720 2.536 0.000 -60.58770927
50721 2.536 0.000 -60.59581301
50722 2.536 0.000 -60.60387650
50723 2.536 0.000 -60.61189981
50724 2.536 0.000 -60.61988300
50725 2.536 0.000 -60.62782614
50726 2.536 0.000 -60.63572932
50727 2.536 0.000 -60.64359259
50728 2.536 0.000 -60.65141604
50729 2.536 0.000 -60.65919974
50730 2.537 0.000 -60.66694376
50731 2.537 0.000 -60.67464817
50732 2.537 0.000 -60.68231307
50733 2.537 0.000 -60.68993851
50734 2.537 0.000 -60.69752459
50735 2.537 0.000 -60.70507137
50736 2.537 0.000 -60.71257894
50737 2.537 0.000 -60.72004737
50738 2.537 0.000 -60.72747675
50739 2.537 0.000 -60.73486715
50740 2.537 0.000 -60.74221866
50741 2.537 0.000 -60.74953136
50742 2.537 0.000 -60.75680533
50743 2.537 0.000 -60.76404065
50744 2.537 0.000 -60.77123740
50745 2.537 0.000 -60.77839568
50746 2.537 0.000 -60.78551556
50747 2.537 0.000 -60.79259713
50748 2.537 0.000 -60.79964048
50749 2.537 0.000 -60.80664568
50750 2.538 0.000 -60.81361283
50751 2.538 0.000 -60.82054201
50752 2.538 0.000 -60.82743331
50753 2.538 0.000 -60.83428682
50754 2.538 0.000 -60.84110262
50755 2.538 0.000 -60.84788081
50756 2.538 0.000 -60.85462147
50757 2.538 0.000 -60.86132469
50758 2.538 0.000 -60.86799056
50759 2.538 0.000 -60.87461917
50760 2.538 0.000 -60.88121061
50761 2.538 0.000 -60.88776498
50762 2.538 0.000 -60.89428235
50763 2.538 0.000 -60.90076283
50764 2.538 0.000 -60.90720651
50765 2.538 0.000 -60.91361347
50766 2.538 0.000 -60.91998382
50767 2.538 0.000 -60.92631763
50768 2.538 0.000 -60.93261502
50769 2.538 0.000 -60.93887606
50770 2.538 0.000 -60.94510085
50771 2.539 0.000 -60.95128949
50772 2.539 0.000 -60.95744207
50773 2.539 0.000 -60.96355868
50774 2.539 0.000 -60.96963943
50775 2.539 0.000 -60.97568439
50776 2.539 0.000 -60.98169368
50777 2.539 0.000 -60.98766738
50778 2.539 0.000 -60.99360559
50779 2.539 0.000 -60.99950841
50780 2.539 0.000 -61.00537593
50781 2.539 0.000 -61.01120824
50782 2.539 0.000 -61.01700545
50783 2.539 0.000 -61.02276765
50784 2.539 0.000 -61.02849494
50785 2.539 0.000 -61.03418741
50786 2.539 0.000 -61.03984516
50787 2.539 0.000 -61.04546829
50788 2.539 0.000 -61.05105690
50789 2.539 0.000 -61.05661108
50790 2.539 0.000 -61.06213093
50791 2.540 0.000 -61.06761654
50792 2.540 0.000 -61.07306803
50793 2.540 0.000 -61.07848547
50794 2.540 0.000 -61.08386898
50795 2.540 0.000 -61.08921865
50796 2.540 0.000 -61.09453457
50797 2.540 0.000 -61.09981686
50798 2.540 0.000 -61.10506559
50799 2.540 0.000 -61.11028088
50800 2.540 0.000 -61.11546283
50801 2.540 0.000 -61.12061152
50802 2.540 0.000 -61.12572706
50803 2.540 0.000 -61.13080955
50804 2.540 0.000 -61.13585909
50805 2.540 0.000 -61.14087577
50806 2.540 0.000 -61.14585969
50807 2.540 0.000 -61.15081096
50808 2.540 0.000 -61.15572967
50809 2.540 0.000 -61.16061592
50810 2.541 0.000 -61.16546980
50811 2.541 0.000 -61.17029143
50812 2.541 0.000 -61.17508089
50813 2.541 0.000 -61.17983829
50814 2.541 0.000 -61.18456373
50815 2.541 0.000 -61.18925730
50816 2.541 0.000 -61.19391910
50817 2.541 0.000 -61.19854923
50818 2.541 0.000 -61.20314779
50819 2.541 0.000 -61.20771488
50820 2.541 0.000 -61.21225059
50821 2.541 0.000 -61.21675504
50822 2.541 0.000 -61.22122830
50823 2.541 0.000 -61.22567049
50824 2.541 0.000 -61.23008170
50825 2.541 0.000 -61.23446203
50826 2.541 0.000 -61.23881158
50827 2.541 0.000 -61.24313045
50828 2.541 0.000 -61.24741873
50829 2.541 0.000 -61.25167652
50830 2.542 0.000 -61.25590392
50831 2.542 0.000 -61.26010103
50832 2.542 0.000 -61.26426795
50833 2.542 0.000 -61.26840477
50834 2.542 0.000 -61.27251160
50835 2.542 0.000 -61.27658852
50836 2.542 0.000 -61.28063564
50837 2.542 0.000 -61.28465305
50838 2.542 0.000 -61.28864085
50839 2.542 0.000 -61.29259915
50840 2.542 0.000 -61.29652802
50841 2.542 0.000 -61.30042758
50842 2.542 0.000 -61.30429792
50843 2.542 0.000 -61.30813913
50844 2.542 0.000 -61.31195131
50845 2.542 0.000 -61.31573456
50846 2.542 0.000 -61.31948898
50847 2.542 0.000 -61.32321465
50848 2.542 0.000 -61.32691168
50849 2.542 0.000 -61.33058016
50850 2.542 0.000 -61.33422019
50851 2.543 0.000 -61.33783186
50852 2.543 0.000 -61.34141527
50853 2.543 0.000 -61.34497051
50854 2.543 0.000 -61.34849767
50855 2.543 0.000 -61.35199686
50856 2.543 0.000 -61.35546816
50857 2.543 0.000 -61.35891168
50858 2.543 0.000 -61.36232750
50859 2.543 0.000 -61.36571571
50860 2.543 0.000 -61.36907642
50861 2.543 0.000 -61.37240972
50862 2.543 0.000 -61.37571569
50863 2.543 0.000 -61.37899444
50864 2.543 0.000 -61.38224606
50865 2.543 0.000 -61.38547063
50866 2.543 0.000 -61.38866825
50867 2.543 0.000 -61.39183902
50868 2.543 0.000 -61.39498302
50869 2.543 0.000 -61.39810035
50870 2.543 0.000 -61.40119110
50871 2.544 0.000 -61.40425536
50872 2.544 0.000 -61.40729322
50873 2.544 0.000 -61.41030478
50874 2.544 0.000 -61.41329012
50875 2.544 0.000 -61.41624933
50876 2.544 0.000 -61.41918252
50877 2.544 0.000 -61.42208975
50878 2.544 0.000 -61.42497114
50879 2.544 0.000 -61.42782676
50880 2.544 0.000 -61.43065670
50881 2.544 0.000 -61.43346107
50882 2.544 0.000 -61.43623993
50883 2.544 0.000 -61.43899339
50884 2.544 0.000 -61.44172153
50885 2.544 0.000 -61.44442444
50886 2.544 0.000 -61.44710221
50887 2.544 0.000 -61.44975493
50888 2.544 0.000 -61.45238268
50889 2.544 0.000 -61.45498555
50890 2.545 0.000 -61.45756363
50891 2.545 0.000 -61.46011701
50892 2.545 0.000 -61.46264577
50893 2.545 0.000 -61.46515000
50894 2.545 0.000 -61.46762978
50895 2.545 0.000 -61.47008521
50896 2.545 0.000 -61.47251636
50897 2.545 0.000 -61.47492333
50898 2.545 0.000 -61.47730620
50899 2.545 0.000 -61.47966505
50900 2.545 0.000 -61.48199997
50901 2.545 0.000 -61.48431104
50902 2.545 0.000 -61.48659835
50903 2.545 0.000 -61.48886198
50904 2.545 0.000 -61.49110202
50905 2.545 0.000 -61.49331854
50906 2.545 0.000 -61.49551163
50907 2.545 0.000 -61.49768139
50908 2.545 0.000 -61.49982787
50909 2.545 0.000 -61.50195118
50910 2.546 0.000 -61.50405139
50911 2.546 0.000 -61.50612859
50912 2.546 0.000 -61.50818285
50913 2.546 0.000 -61.51021426
50914 2.546 0.000 -61.51222289
50915 2.546 0.000 -61.51420884
50916 2.546 0.000 -61.51617218
50917 2.546 0.000 -61.51811298
50918 2.546 0.000 -61.52003134
50919 2.546 0.000 -61.52192733
50920 2.546 0.000 -61.52380103
50921 2.546 0.000 -61.52565251
50922 2.546 0.000 -61.52748187
50923 2.546 0.000 -61.52928917
50924 2.546 0.000 -61.53107450
50925 2.546 0.000 -61.53283794
50926 2.546 0.000 -61.53457955
50927 2.546 0.000 -61.53629942
50928 2.546 0.000 -61.53799764
50929 2.546 0.000 -61.53967426
50930 2.546 0.000 -61.54132938
50931 2.547 0.000 -61.54296306
50932 2.547 0.000 -61.54457539
50933 2.547 0.000 -61.54616644
50934 2.547 0.000 -61.54773628
50935 2.547 0.000 -61.54928500
50936 2.547 0.000 -61.55081266
50937 2.547 0.000 -61.55231934
50938 2.547 0.000 -61.55380512
50939 2.547 0.000 -61.55527007
50940 2.547 0.000 -61.55671427
50941 2.547 0.000 -61.55813778
50942 2.547 0.000 -61.55954069
50943 2.547 0.000 -61.56092306
50944 2.547 0.000 -61.56228497
50945 2.547 0.000 -61.56362649
50946 2.547 0.000 -61.56494770
50947 2.547 0.000 -61.56624867
50948 2.547 0.000 -61.56752946
50949 2.547 0.000 -61.56879015
50950 2.547 0.000 -61.57003081
50951 2.548 0.000 -61.57125152
50952 2.548 0.000 -61.57245234
50953 2.548 0.000 -61.57363334
50954 2.548 0.000 -61.57479460
50955 2.548 0.000 -61.57593618
50956 2.548 0.000 -61.57705816
50957 2.548 0.000 -61.57816060
50958 2.548 0.000 -61.57924357
50959 2.548 0.000 -61.58030715
50960 2.548 0.000 -61.58135139
50961 2.548 0.000 -61.58237638
50962 2.548 0.000 -61.58338217
50963 2.548 0.000 -61.58436884
50964 2.548 0.000 -61.58533645
50965 2.548 0.000 -61.58628507
50966 2.548 0.000 -61.58721477
50967 2.548 0.000 -61.58812561
50968 2.548 0.000 -61.58901766
50969 2.548 0.000 -61.58989099
50970 2.549 0.000 -61.59074566
50971 2.549 0.000 -61.59158174
50972 2.549 0.000 -61.59239930
50973 2.549 0.000 -61.59319839
50974 2.549 0.000 -61.59397909
50975 2.549 0.000 -61.59474146
50976 2.549 0.000 -61.59548556
50977 2.549 0.000 -61.59621146
50978 2.549 0.000 -61.59691922
50979 2.549 0.000 -61.59760890
50980 2.549 0.000 -61.59828057
50981 2.549 0.000 -61.59893429
50982 2.549 0.000 -61.59957013
50983 2.549 0.000 -61.60018814
50984 2.549 0.000 -61.60078840
50985 2.549 0.000 -61.60137095
50986 2.549 0.000 -61.60193586
50987 2.549 0.000 -61.60248320
50988 2.549 0.000 -61.60301303
50989 2.549 0.000 -61.60352540
50990 2.550 0.000 -61.60402037
50991 2.550 0.000 -61.60449802
50992 2.550 0.000 -61.60495839
50993 2.550 0.000 -61.60540155
50994 2.550 0.000 -61.60582755
50995 2.550 0.000 -61.60623647
50996 2.550 0.000 -61.60662834
50997 2.550 0.000 -61.60700325
50998 2.550 0.000 -61.60736123
50999 2.550 0.000 -61.60770236
51000 2.550 0.000 -61.60802668
51001 2.550 0.000 -61.60833426
51002 2.550 0.000 -61.60862516
51003 2.550 0.000 -61.60889943
51004 2.550 0.000 -61.60915713
51005 2.550 0.000 -61.60939831
51006 2.550 0.000 -61.60962304
51007 2.550 0.000 -61.60983137
51008 2.550 0.000 -61.61002335
51009 2.550 0.000 -61.61019904
51010 2.550 0.000 -61.61035850
51011 2.551 0.000 -61.61050178
51012 2.551 0.000 -61.61062894
51013 2.551 0.000 -61.61074003
51014 2.551 0.000 -61.61083510
51015 2.551 0.000 -61.61091422
51016 2.551 0.000 -61.61097743
51017 2.551 0.000 -61.61102479
51018 2.551 0.000 -61.61105635
51019 2.551 0.000 -61.61107217
51020 2.551 0.000 -61.61107229
51021 2.551 0.000 -61.61105678
51022 2.551 0.000 -61.61102568
51023 2.551 0.000 -61.61097904
51024 2.551 0.000 -61.61091693
51025 2.551 0.000 -61.61083938
51026 2.551 0.000 -61.61074646
51027 2.551 0.000 -61.61063821
51028 2.551 0.000 -61.61051469
51029 2.551 0.000 -61.61037594
51030 2.551 0.000 -61.61022201
51031 2.552 0.000 -61.61005297
51032 2.552 0.000 -61.60986885
51033 2.552 0.000 -61.60966970
51034 2.552 0.000 -61.60945559
51035 2.552 0.000 -61.60922655
51036 2.552 0.000 -61.60898263
51037 2.552 0.000 -61.60872389
51038 2.552 0.000 -61.60845037
51039 2.552 0.000 -61.60816213
51040 2.552 0.000 -61.60785920
51041 2.552 0.000 -61.60754164
51042 2.552 0.000 -61.60720950
51043 2.552 0.000 -61.60686283
51044 2.552 0.000 -61.60650166
51045 2.552 0.000 -61.60612605
51046 2.552 0.000 -61.60573605
51047 2.552 0.000 -61.60533170
51048 2.552 0.000 -61.60491305
51049 2.552 0.000 -61.60448014
51050 2.553 0.000 -61.60403302
51051 2.553 0.000 -61.60357174
51052 2.553 0.000 -61.60309634
51053 2.553 0.000 -61.60260688
51054 2.553 0.000 -61.60210338
51055 2.553 0.000 -61.60158590
51056 2.553 0.000 -61.60105449
51057 2.553 0.000 -61.60050918
51058 2.553 0.000 -61.59995002
51059 2.553 0.000 -61.59937706
51060 2.553 0.000 -61.59879034
51061 2.553 0.000 -61.59818990
51062 2.553 0.000 -61.59757578
51063 2.553 0.000 -61.59694804
51064 2.553 0.000 -61.59630671
51065 2.553 0.000 -61.59565184
51066 2.553 0.000 -61.59498346
51067 2.553 0.000 -61.59430162
51068 2.553 0.000 -61.59360637
51069 2.553 0.000 -61.59289774
51070 2.554 0.000 -61.59217578
51071 2.554 0.000 -61.59144052
51072 2.554 0.000 -61.59069202
51073 2.554 0.000 -61.58993030
51074 2.554 0.000 -61.58915541
51075 2.554 0.000 -61.58836740
51076 2.554 0.000 -61.58756630
51077 2.554 0.000 -61.58675215
51078 2.554 0.000 -61.58592499
51079 2.554 0.000 -61.58508487
51080 2.554 0.000 -61.58423182
51081 2.554 0.000 -61.58336587
51082 2.554 0.000 -61.58248708
51083 2.554 0.000 -61.58159548
51084 2.554 0.000 -61.58069111
51085 2.554 0.000 -61.57977401
51086 2.554 0.000 -61.57884421
51087 2.554 0.000 -61.57790175
51088 2.554 0.000 -61.57694668
51089 2.554 0.000 -61.57597902
51090 2.554 0.000 -61.57499883
51091 2.555 0.000 -61.57400612
51092 2.555 0.000 -61.57300095
51093 2.555 0.000 -61.57198335
51094 2.555 0.000 -61.57095336
51095 2.555 0.000 -61.56991101
51096 2.555 0.000 -61.56885633
51097 2.555 0.000 -61.56778937
51098 2.555 0.000 -61.56671017
51099 2.555 0.000 -61.56561875
51100 2.555 0.000 -61.56451516
51101 2.555 0.000 -61.56339942
51102 2.555 0.000 -61.56227158
51103 2.555 0.000 -61.56113166
51104 2.555 0.000 -61.55997971
51105 2.555 0.000 -61.55881576
51106 2.555 0.000 -61.55763985
51107 2.555 0.000 -61.55645200
51108 2.555 0.000 -61.55525225
51109 2.555 0.000 -61.55404064
51110 2.555 0.000 -61.55281720
51111 2.556 0.000 -61.55158196
51112 2.556 0.000 -61.55033496
51113 2.556 0.000 -61.54907623
51114 2.556 0.000 -61.54780580
51115 2.556 0.000 -61.54652371
51116 2.556 0.000 -61.54522999
51117 2.556 0.000 -61.54392468
51118 2.556 0.000 -61.54260779
51119 2.556 0.000 -61.54127937
51120 2.556 0.000 -61.53993945
51121 2.556 0.000 -61.53858807
51122 2.556 0.000 -61.53722524
51123 2.556 0.000 -61.53585101
51124 2.556 0.000 -61.53446540
51125 2.556 0.000 -61.53306844
51126 2.556 0.000 -61.53166018
51127 2.556 0.000 -61.53024063
51128 2.556 0.000 -61.52880983
51129 2.556 0.000 -61.52736781
51130 2.557 0.000 -61.52591460
51131 2.557 0.000 -61.52445023
51132 2.557 0.000 -61.52297473
51133 2.557 0.000 -61.52148813
51134 2.557 0.000 -61.51999045
51135 2.557 0.000 -61.51848174
51136 2.557 0.000 -61.51696201
51137 2.557 0.000 -61.51543130
51138 2.557 0.000 -61.51388963
51139 2.557 0.000 -61.51233704
51140 2.557 0.000 -61.51077356
51141 2.557 0.000 -61.50919920
51142 2.557 0.000 -61.50761400
51143 2.557 0.000 -61.50601800
51144 2.557 0.000 -61.50441120
51145 2.557 0.000 -61.50279365
51146 2.557 0.000 -61.50116538
51147 2.557 0.000 -61.49952640
51148 2.557 0.000 -61.49787675
51149 2.557 0.000 -61.49621645
51150 2.558 0.000 -61.49454553
51151 2.558 0.000 -61.49286402
51152 2.558 0.000 -61.49117194
51153 2.558 0.000 -61.48946933
51154 2.558 0.000 -61.48775620
51155 2.558 0.000 -61.48603258
51156 2.558 0.000 -61.48429851
51157 2.558 0.000 -61.48255399
51158 2.558 0.000 -61.48079907
51159 2.558 0.000 -61.47903377
51160 2.558 0.000 -61.47725811
51161 2.558 0.000 -61.47547211
51162 2.558 0.000 -61.47367581
51163 2.558 0.000 -61.47186922
51164 2.558 0.000 -61.47005238
51165 2.558 0.000 -61.46822530
51166 2.558 0.000 -61.46638802
51167 2.558 0.000 -61.46454055
51168 2.558 0.000 -61.46268292
51169 2.558 0.000 -61.46081515
51170 2.558 0.000 -61.45893727
51171 2.559 0.000 -61.45704931
51172 2.559 0.000 -61.45515128
51173 2.559 0.000 -61.45324321
51174 2.559 0.000 -61.45132512
51175 2.559 0.000 -61.44939703
51176 2.559 0.000 -61.44745898
51177 2.559 0.000 -61.44551098
51178 2.559 0.000 -61.44355305
51179 2.559 0.000 -61.44158522
51180 2.559 0.000 -61.43960750
51181 2.559 0.000 -61.43761993
51182 2.559 0.000 -61.43562252
51183 2.559 0.000 -61.43361530
51184 2.559 0.000 -61.43159829
51185 2.559 0.000 -61.42957151
51186 2.559 0.000 -61.42753497
51187 2.559 0.000 -61.42548872
51188 2.559 0.000 -61.42343275
51189 2.559 0.000 -61.42136710
51190 2.559 0.000 -61.41929179
51191 2.560 0.000 -61.41720683
51192 2.560 0.000 -61.41511225
51193 2.560 0.000 -61.41300807
51194 2.560 0.000 -61.41089432
51195 2.560 0.000 -61.40877100
51196 2.560 0.000 -61.40663814
51197 2.560 0.000 -61.40449576
51198 2.560 0.000 -61.40234388
51199 2.560 0.000 -61.40018252
51200 2.560 0.000 -61.39801170
51201 2.560 0.000 -61.39583144
51202 2.560 0.000 -61.39364176
51203 2.560 0.000 -61.39144268
51204 2.560 0.000 -61.38923421
51205 2.560 0.000 -61.38701638
51206 2.560 0.000 -61.38478921
51207 2.560 0.000 -61.38255271
51208 2.560 0.000 -61.38030690
51209 2.560 0.000 -61.37805180
51210 2.561 0.000 -61.37578744
51211 2.561 0.000 -61.37351382
51212 2.561 0.000 -61.37123097
51213 2.561 0.000 -61.36893890
51214 2.561 0.000 -61.36663763
51215 2.561 0.000 -61.36432719
51216 2.561 0.000 -61.36200758
51217 2.561 0.000 -61.35967883
51218 2.561 0.000 -61.35734095
51219 2.561 0.000 -61.35499395
51220 2.561 0.000 -61.35263787
51221 2.561 0.000 -61.35027271
51222 2.561 0.000 -61.34789849
51223 2.561 0.000 -61.34551523
51224 2.561 0.000 -61.34312294
51225 2.561 0.000 -61.34072164
51226 2.561 0.000 -61.33831135
51227 2.561 0.000 -61.33589208
51228 2.561 0.000 -61.33346385
51229 2.561 0.000 -61.33102668
51230 2.562 0.000 -61.32858058
51231 2.562 0.000 -61.32612557
51232 2.562 0.000 -61.32366166
51233 2.562 0.000 -61.32118886
51234 2.562 0.000 -61.31870720
51235 2.562 0.000 -61.31621669
51236 2.562 0.000 -61.31371735
51237 2.562 0.000 -61.31120918
51238 2.562 0.000 -61.30869221
51239 2.562 0.000 -61.30616645
51240 2.562 0.000 -61.30363191
51241 2.562 0.000 -61.30108861
51242 2.562 0.000 -61.29853656
51243 2.562 0.000 -61.29597578
51244 2.562 0.000 -61.29340628
51245 2.562 0.000 -61.29082808
51246 2.562 0.000 -61.28824118
51247 2.562 0.000 -61.28564561
51248 2.562 0.000 -61.28304138
51249 2.562 0.000 -61.28042850
51250 2.562 0.000 -61.27780698
51251 2.563 0.000 -61.27517684
51252 2.563 0.000 -61.27253810
51253 2.563 0.000 -61.26989075
51254 2.563 0.000 -61.26723483
51255 2.563 0.000 -61.26457033
51256 2.563 0.000 -61.26189728
51257 2.563 0.000 -61.25921569
51258 2.563 0.000 -61.25652556
51259 2.563 0.000 -61.25382692
51260 2.563 0.000 -61.25111977
51261 2.563 0.000 -61.24840413
51262 2.563 0.000 -61.24568000
51263 2.563 0.000 -61.24294741
51264 2.563 0.000 -61.24020635
51265 2.563 0.000 -61.23745686
51266 2.563 0.000 -61.23469892
51267 2.563 0.000 -61.23193257
51268 2.563 0.000 -61.22915781
51269 2.563 0.000 -61.22637464
51270 2.563 0.000 -61.22358309
51271 2.564 0.000 -61.22078316
51272 2.564 0.000 -61.21797487
51273 2.564 0.000 -61.21515822
51274 2.564 0.000 -61.21233323
51275 2.564 0.000 -61.20949991
51276 2.564 0.000 -61.20665826
51277 2.564 0.000 -61.20380830
51278 2.564 0.000 -61.20095004
51279 2.564 0.000 -61.19808350
51280 2.564 0.000 -61.19520867
51281 2.564 0.000 -61.19232557
51282 2.564 0.000 -61.18943421
51283 2.564 0.000 -61.18653460
51284 2.564 0.000 -61.18362675
51285 2.564 0.000 -61.18071067
51286 2.564 0.000 -61.17778636
51287 2.564 0.000 -61.17485385
51288 2.564 0.000 -61.17191314
51289 2.564 0.000 -61.16896423
51290 2.564 0.000 -61.16600714
51291 2.565 0.000 -61.16304187
51292 2.565 0.000 -61.16006844
51293 2.565 0.000 -61.15708685
51294 2.565 0.000 -61.15409712
51295 2.565 0.000 -61.15109924
51296 2.565 0.000 -61.14809324
51297 2.565 0.000 -61.14507911
51298 2.565 0.000 -61.14205688
51299 2.565 0.000 -61.13902653
51300 2.565 0.000 -61.13598809
51301 2.565 0.000 -61.13294156
51302 2.565 0.000 -61.12988695
51303 2.565 0.000 -61.12682427
51304 2.565 0.000 -61.12375352
51305 2.565 0.000 -61.12067472
51306 2.565 0.000 -61.11758786
51307 2.565 0.000 -61.11449296
51308 2.565 0.000 -61.11139003
51309 2.565 0.000 -61.10827907
51310 2.566 0.000 -61.10516009
51311 2.566 0.000 -61.10203310
51312 2.566 0.000 -61.09889810
51313 2.566 0.000 -61.09575511
51314 2.566 0.000 -61.09260412
51315 2.566 0.000 -61.08944514
51316 2.566 0.000 -61.08627818
51317 2.566 0.000 -61.08310326
51318 2.566 0.000 -61.07992036
51319 2.566 0.000 -61.07672951
51320 2.566 0.000 -61.07353070
51321 2.566 0.000 -61.07032395
51322 2.566 0.000 -61.06710925
51323 2.566 0.000 -61.06388662
51324 2.566 0.000 -61.06065606
